debate_id,problem_id,transcript_file,duration,experiment_mode,timestamp,success,error
quality_synthetic_156_What_was_the_name_of_debater_full_1765688276,synthetic_156_What_was_the_name_of,,,debater_full,2025-12-14T05:00:09.109625,False,"CUDA out of memory. Tried to allocate 19.84 GiB. GPU 4 has a total capacity of 139.73 GiB of which 14.46 GiB is free. Process 2174641 has 125.26 GiB memory in use. Of the allocated memory 104.80 GiB is allocated by PyTorch, and 19.79 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
quality_synthetic_123_What_strategy_was_pr_debater_full_1765688409,synthetic_123_What_strategy_was_pr,quality_synthetic_123_What_strategy_was_pr_debater_full_1765688409.json,194.06677675247192,debater_full,2025-12-14T05:03:23.176817,True,
quality_synthetic_43_What_is_NOT_true_of__debater_full_1765688603,synthetic_43_What_is_NOT_true_of_,quality_synthetic_43_What_is_NOT_true_of__debater_full_1765688603.json,183.2303307056427,debater_full,2025-12-14T05:06:26.407429,True,
quality_synthetic_146_How_many_students_jo_debater_full_1765688786,synthetic_146_How_many_students_jo,,,debater_full,2025-12-14T05:08:31.613410,False,"CUDA out of memory. Tried to allocate 19.00 GiB. GPU 4 has a total capacity of 139.73 GiB of which 18.09 GiB is free. Process 2174641 has 121.63 GiB memory in use. Of the allocated memory 102.02 GiB is allocated by PyTorch, and 18.95 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
quality_synthetic_36_How_did_living_in_a__debater_full_1765688911,synthetic_36_How_did_living_in_a_,quality_synthetic_36_How_did_living_in_a__debater_full_1765688911.json,189.98304438591003,debater_full,2025-12-14T05:11:41.596851,True,
quality_synthetic_136_What_company_saw_its_debater_full_1765689101,synthetic_136_What_company_saw_its,quality_synthetic_136_What_company_saw_its_debater_full_1765689101.json,181.90149021148682,debater_full,2025-12-14T05:14:43.498621,True,
quality_synthetic_0_What_do_Jessica_and__debater_full_1765689283,synthetic_0_What_do_Jessica_and_,quality_synthetic_0_What_do_Jessica_and__debater_full_1765689283.json,141.485205411911,debater_full,2025-12-14T05:17:04.984115,True,
quality_synthetic_17_According_to_the_art_debater_full_1765689424,synthetic_17_According_to_the_art,quality_synthetic_17_According_to_the_art_debater_full_1765689424.json,144.4390835762024,debater_full,2025-12-14T05:19:29.423477,True,
quality_synthetic_63_How_did_the_Global_H_debater_full_1765689569,synthetic_63_How_did_the_Global_H,quality_synthetic_63_How_did_the_Global_H_debater_full_1765689569.json,164.28571677207947,debater_full,2025-12-14T05:22:13.709446,True,
quality_synthetic_76_Why_did_Nicole_wish__debater_full_1765689733,synthetic_76_Why_did_Nicole_wish_,quality_synthetic_76_Why_did_Nicole_wish__debater_full_1765689733.json,175.89360284805298,debater_full,2025-12-14T05:25:09.603335,True,
quality_synthetic_160_Who_is_the_xenominer_debater_full_1765689909,synthetic_160_Who_is_the_xenominer,quality_synthetic_160_Who_is_the_xenominer_debater_full_1765689909.json,172.8742859363556,debater_full,2025-12-14T05:28:02.477912,True,
quality_synthetic_19_What_were_Mark_and_A_debater_full_1765690082,synthetic_19_What_were_Mark_and_A,quality_synthetic_19_What_were_Mark_and_A_debater_full_1765690082.json,188.10579371452332,debater_full,2025-12-14T05:31:10.583995,True,
quality_synthetic_30_Why_did_Ivy_want_to__debater_full_1765690270,synthetic_30_Why_did_Ivy_want_to_,quality_synthetic_30_Why_did_Ivy_want_to__debater_full_1765690270.json,140.51329731941223,debater_full,2025-12-14T05:33:31.097584,True,
quality_synthetic_148_How_long_had_it_been_debater_full_1765690411,synthetic_148_How_long_had_it_been,quality_synthetic_148_How_long_had_it_been_debater_full_1765690411.json,188.18062663078308,debater_full,2025-12-14T05:36:39.278492,True,
quality_synthetic_69_According_to_the_aut_debater_full_1765690599,synthetic_69_According_to_the_aut,quality_synthetic_69_According_to_the_aut_debater_full_1765690599.json,154.47427463531494,debater_full,2025-12-14T05:39:13.753060,True,
quality_synthetic_89_In_which_small_town__debater_full_1765690753,synthetic_89_In_which_small_town_,quality_synthetic_89_In_which_small_town__debater_full_1765690753.json,155.06588864326477,debater_full,2025-12-14T05:41:48.819236,True,
quality_synthetic_99_Where_was_the_five_m_debater_full_1765690908,synthetic_99_Where_was_the_five_m,,,debater_full,2025-12-14T05:44:22.157361,False,"CUDA out of memory. Tried to allocate 20.18 GiB. GPU 4 has a total capacity of 139.73 GiB of which 13.02 GiB is free. Process 2174641 has 126.70 GiB memory in use. Of the allocated memory 105.91 GiB is allocated by PyTorch, and 20.13 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
quality_synthetic_133_What_district_was_ca_debater_full_1765691062,synthetic_133_What_district_was_ca,quality_synthetic_133_What_district_was_ca_debater_full_1765691062.json,138.3312065601349,debater_full,2025-12-14T05:46:40.488976,True,
quality_synthetic_74_What_aspect_of_the_j_debater_full_1765691200,synthetic_74_What_aspect_of_the_j,,,debater_full,2025-12-14T05:49:14.305277,False,"CUDA out of memory. Tried to allocate 18.94 GiB. GPU 4 has a total capacity of 139.73 GiB of which 18.34 GiB is free. Process 2174641 has 121.38 GiB memory in use. Of the allocated memory 101.83 GiB is allocated by PyTorch, and 18.89 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
quality_synthetic_3_What_was_Munoz_most__debater_full_1765691354,synthetic_3_What_was_Munoz_most_,quality_synthetic_3_What_was_Munoz_most__debater_full_1765691354.json,177.94361877441406,debater_full,2025-12-14T05:52:12.249320,True,
quality_synthetic_104_What_is_Bianca_Rice'_debater_full_1765691532,synthetic_104_What_is_Bianca_Rice',quality_synthetic_104_What_is_Bianca_Rice'_debater_full_1765691532.json,141.4742283821106,debater_full,2025-12-14T05:54:33.723838,True,
quality_synthetic_60_What_would_you_say_i_debater_full_1765691673,synthetic_60_What_would_you_say_i,quality_synthetic_60_What_would_you_say_i_debater_full_1765691673.json,132.57727575302124,debater_full,2025-12-14T05:56:46.301384,True,
quality_synthetic_32_Why_did_Jonathan_Gib_debater_full_1765691806,synthetic_32_Why_did_Jonathan_Gib,quality_synthetic_32_Why_did_Jonathan_Gib_debater_full_1765691806.json,122.33760595321655,debater_full,2025-12-14T05:58:48.639262,True,
quality_synthetic_53_What_would_Jonathan__debater_full_1765691928,synthetic_53_What_would_Jonathan_,quality_synthetic_53_What_would_Jonathan__debater_full_1765691928.json,159.4260585308075,debater_full,2025-12-14T06:01:28.065587,True,
quality_synthetic_14_How_fast_is_rapid_ph_debater_full_1765692088,synthetic_14_How_fast_is_rapid_ph,,,debater_full,2025-12-14T06:04:08.693401,False,"CUDA out of memory. Tried to allocate 19.78 GiB. GPU 0 has a total capacity of 139.73 GiB of which 14.77 GiB is free. Process 2174641 has 124.95 GiB memory in use. Of the allocated memory 104.54 GiB is allocated by PyTorch, and 19.75 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
quality_synthetic_130_What_was_Julia's_fav_debater_full_1765692248,synthetic_130_What_was_Julia's_fav,quality_synthetic_130_What_was_Julia's_fav_debater_full_1765692248.json,199.01345777511597,debater_full,2025-12-14T06:07:27.707297,True,
quality_synthetic_83_How_many_humanoid_fi_debater_full_1765692447,synthetic_83_How_many_humanoid_fi,quality_synthetic_83_How_many_humanoid_fi_debater_full_1765692447.json,147.69909811019897,debater_full,2025-12-14T06:09:55.406678,True,
quality_synthetic_92_Who_did_Commander_Jo_debater_full_1765692595,synthetic_92_Who_did_Commander_Jo,quality_synthetic_92_Who_did_Commander_Jo_debater_full_1765692595.json,151.97077107429504,debater_full,2025-12-14T06:12:27.377737,True,
quality_synthetic_64_Why_did_the_royal_de_debater_full_1765692747,synthetic_64_Why_did_the_royal_de,quality_synthetic_64_Why_did_the_royal_de_debater_full_1765692747.json,140.00769233703613,debater_full,2025-12-14T06:14:47.385713,True,
quality_synthetic_100_Who_was_mistaken_for_debater_full_1765692887,synthetic_100_Who_was_mistaken_for,,,debater_full,2025-12-14T06:17:43.473430,False,"CUDA out of memory. Tried to allocate 19.34 GiB. GPU 4 has a total capacity of 139.73 GiB of which 16.62 GiB is free. Process 2174641 has 123.10 GiB memory in use. Of the allocated memory 103.14 GiB is allocated by PyTorch, and 19.29 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
quality_synthetic_67_Schultz_suggests_all_debater_full_1765693063,synthetic_67_Schultz_suggests_all,quality_synthetic_67_Schultz_suggests_all_debater_full_1765693063.json,130.4333348274231,debater_full,2025-12-14T06:19:53.907171,True,
quality_synthetic_54_What_is_Dr._Young's__debater_full_1765693193,synthetic_54_What_is_Dr._Young's_,quality_synthetic_54_What_is_Dr._Young's__debater_full_1765693193.json,134.22901391983032,debater_full,2025-12-14T06:22:08.136457,True,
quality_synthetic_66_What_will_happen_if__debater_full_1765693328,synthetic_66_What_will_happen_if_,quality_synthetic_66_What_will_happen_if__debater_full_1765693328.json,162.3838427066803,debater_full,2025-12-14T06:24:50.520573,True,
quality_synthetic_95_What_was_the_locatio_debater_full_1765693490,synthetic_95_What_was_the_locatio,quality_synthetic_95_What_was_the_locatio_debater_full_1765693490.json,132.84595251083374,debater_full,2025-12-14T06:27:03.366820,True,
quality_synthetic_112_What_year_was_the_fi_debater_full_1765693623,synthetic_112_What_year_was_the_fi,quality_synthetic_112_What_year_was_the_fi_debater_full_1765693623.json,158.13461875915527,debater_full,2025-12-14T06:29:41.501710,True,
quality_synthetic_117_Which_event_contradi_debater_full_1765693781,synthetic_117_Which_event_contradi,quality_synthetic_117_Which_event_contradi_debater_full_1765693781.json,145.11297416687012,debater_full,2025-12-14T06:32:06.614952,True,
quality_synthetic_65_Why_did_Dr._Flores_b_debater_full_1765693926,synthetic_65_Why_did_Dr._Flores_b,quality_synthetic_65_Why_did_Dr._Flores_b_debater_full_1765693926.json,136.4979546070099,debater_full,2025-12-14T06:34:23.113181,True,
quality_synthetic_16_Why_was_Patricia_lyi_debater_full_1765694063,synthetic_16_Why_was_Patricia_lyi,quality_synthetic_16_Why_was_Patricia_lyi_debater_full_1765694063.json,195.66838192939758,debater_full,2025-12-14T06:37:38.781839,True,
quality_synthetic_122_What_phrase_did_Soph_debater_full_1765694258,synthetic_122_What_phrase_did_Soph,quality_synthetic_122_What_phrase_did_Soph_debater_full_1765694258.json,192.65883111953735,debater_full,2025-12-14T06:40:51.440951,True,
quality_synthetic_141_Where_was_Pedro_Flor_debater_full_1765694451,synthetic_141_Where_was_Pedro_Flor,quality_synthetic_141_Where_was_Pedro_Flor_debater_full_1765694451.json,168.04221415519714,debater_full,2025-12-14T06:43:39.483439,True,
quality_synthetic_61_How_did_Naomi_Wyatt__debater_full_1765694619,synthetic_61_How_did_Naomi_Wyatt_,,,debater_full,2025-12-14T06:45:21.005622,False,"CUDA out of memory. Tried to allocate 20.13 GiB. GPU 4 has a total capacity of 139.73 GiB of which 13.24 GiB is free. Process 2174641 has 126.48 GiB memory in use. Of the allocated memory 105.74 GiB is allocated by PyTorch, and 20.08 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
quality_synthetic_142_Who_attempted_to_cor_debater_full_1765694721,synthetic_142_Who_attempted_to_cor,quality_synthetic_142_Who_attempted_to_cor_debater_full_1765694721.json,145.435396194458,debater_full,2025-12-14T06:47:46.441413,True,
quality_synthetic_25_How_does_Dr._Christo_debater_full_1765694866,synthetic_25_How_does_Dr._Christo,quality_synthetic_25_How_does_Dr._Christo_debater_full_1765694866.json,168.23973178863525,debater_full,2025-12-14T06:50:34.681411,True,
quality_synthetic_110_What_is_the_name_of__debater_full_1765695034,synthetic_110_What_is_the_name_of_,quality_synthetic_110_What_is_the_name_of__debater_full_1765695034.json,190.79467606544495,debater_full,2025-12-14T06:53:45.476347,True,
quality_synthetic_72_Why_did_Mark_give_hi_debater_full_1765695225,synthetic_72_Why_did_Mark_give_hi,quality_synthetic_72_Why_did_Mark_give_hi_debater_full_1765695225.json,154.8352813720703,debater_full,2025-12-14T06:56:20.311914,True,
quality_synthetic_13_How_did_Anil_feel_ab_debater_full_1765695380,synthetic_13_How_did_Anil_feel_ab,,,debater_full,2025-12-14T06:59:10.169123,False,"CUDA out of memory. Tried to allocate 19.27 GiB. GPU 4 has a total capacity of 139.73 GiB of which 16.90 GiB is free. Process 2174641 has 122.82 GiB memory in use. Of the allocated memory 102.93 GiB is allocated by PyTorch, and 19.23 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
quality_synthetic_111_Who_was_the_person_E_debater_full_1765695550,synthetic_111_Who_was_the_person_E,quality_synthetic_111_Who_was_the_person_E_debater_full_1765695550.json,177.2904498577118,debater_full,2025-12-14T07:02:07.459997,True,
quality_synthetic_27_What_enabled_Hannah__debater_full_1765695727,synthetic_27_What_enabled_Hannah_,quality_synthetic_27_What_enabled_Hannah__debater_full_1765695727.json,164.2861225605011,debater_full,2025-12-14T07:04:51.746407,True,
quality_synthetic_105_What_type_of_facilit_debater_full_1765695891,synthetic_105_What_type_of_facilit,quality_synthetic_105_What_type_of_facilit_debater_full_1765695891.json,167.6669385433197,debater_full,2025-12-14T07:07:39.413611,True,
quality_synthetic_75_Where_was_Dominic_Ge_debater_full_1765696059,synthetic_75_Where_was_Dominic_Ge,quality_synthetic_75_Where_was_Dominic_Ge_debater_full_1765696059.json,163.8206136226654,debater_full,2025-12-14T07:10:23.234494,True,
quality_synthetic_51_What_was_the_effect__debater_full_1765696223,synthetic_51_What_was_the_effect_,quality_synthetic_51_What_was_the_effect__debater_full_1765696223.json,149.9631004333496,debater_full,2025-12-14T07:12:53.197863,True,
quality_synthetic_138_Who_was_the_director_debater_full_1765696373,synthetic_138_Who_was_the_director,,,debater_full,2025-12-14T07:14:35.055226,False,"CUDA out of memory. Tried to allocate 20.77 GiB. GPU 4 has a total capacity of 139.73 GiB of which 10.49 GiB is free. Process 2174641 has 129.23 GiB memory in use. Of the allocated memory 107.85 GiB is allocated by PyTorch, and 20.72 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
"quality_synthetic_4_Of_the_three_women,__debater_full_1765696475","synthetic_4_Of_the_three_women,_","quality_synthetic_4_Of_the_three_women,__debater_full_1765696475.json",194.3770170211792,debater_full,2025-12-14T07:17:49.432642,True,
quality_synthetic_101_At_which_Forward_Ope_debater_full_1765696669,synthetic_101_At_which_Forward_Ope,quality_synthetic_101_At_which_Forward_Ope_debater_full_1765696669.json,136.26411294937134,debater_full,2025-12-14T07:20:05.697035,True,
quality_synthetic_152_How_many_Collector_s_debater_full_1765696805,synthetic_152_How_many_Collector_s,quality_synthetic_152_How_many_Collector_s_debater_full_1765696805.json,170.11198711395264,debater_full,2025-12-14T07:22:55.809293,True,
quality_synthetic_41_What_does_Teresa_Hic_debater_full_1765696975,synthetic_41_What_does_Teresa_Hic,quality_synthetic_41_What_does_Teresa_Hic_debater_full_1765696975.json,141.84616780281067,debater_full,2025-12-14T07:25:17.655728,True,
quality_synthetic_164_What_was_the_approva_debater_full_1765697117,synthetic_164_What_was_the_approva,quality_synthetic_164_What_was_the_approva_debater_full_1765697117.json,175.14390397071838,debater_full,2025-12-14T07:28:12.799913,True,
quality_synthetic_135_Who_was_Elizabeth's__debater_full_1765697292,synthetic_135_Who_was_Elizabeth's_,,,debater_full,2025-12-14T07:30:55.365647,False,"CUDA out of memory. Tried to allocate 19.75 GiB. GPU 4 has a total capacity of 139.73 GiB of which 14.87 GiB is free. Process 2174641 has 124.85 GiB memory in use. Of the allocated memory 104.49 GiB is allocated by PyTorch, and 19.70 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
quality_synthetic_132_What_was_the_destina_debater_full_1765697455,synthetic_132_What_was_the_destina,quality_synthetic_132_What_was_the_destina_debater_full_1765697455.json,186.1479847431183,debater_full,2025-12-14T07:34:01.514042,True,
quality_synthetic_96_What_date_is_Dr._Has_debater_full_1765697641,synthetic_96_What_date_is_Dr._Has,quality_synthetic_96_What_date_is_Dr._Has_debater_full_1765697641.json,132.9521496295929,debater_full,2025-12-14T07:36:14.466469,True,
quality_synthetic_149_Where_did_Ahmed_thre_debater_full_1765697774,synthetic_149_Where_did_Ahmed_thre,quality_synthetic_149_Where_did_Ahmed_thre_debater_full_1765697774.json,146.71261644363403,debater_full,2025-12-14T07:38:41.179352,True,
quality_synthetic_127_Where_was_the_debate_debater_full_1765697921,synthetic_127_Where_was_the_debate,quality_synthetic_127_Where_was_the_debate_debater_full_1765697921.json,142.5594925880432,debater_full,2025-12-14T07:41:03.739116,True,
quality_synthetic_31_How_does_the_author__debater_full_1765698063,synthetic_31_How_does_the_author_,quality_synthetic_31_How_does_the_author__debater_full_1765698063.json,135.62183237075806,debater_full,2025-12-14T07:43:19.361220,True,
quality_synthetic_118_What_is_the_name_of__debater_full_1765698199,synthetic_118_What_is_the_name_of_,,,debater_full,2025-12-14T07:46:06.249629,False,"CUDA out of memory. Tried to allocate 19.74 GiB. GPU 4 has a total capacity of 139.73 GiB of which 14.92 GiB is free. Process 2174641 has 124.80 GiB memory in use. Of the allocated memory 104.45 GiB is allocated by PyTorch, and 19.70 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
quality_synthetic_21_Who_received_the_wor_debater_full_1765698366,synthetic_21_Who_received_the_wor,quality_synthetic_21_Who_received_the_wor_debater_full_1765698366.json,156.91485452651978,debater_full,2025-12-14T07:48:43.164897,True,
quality_synthetic_120_What_percentage_of_o_debater_full_1765698523,synthetic_120_What_percentage_of_o,quality_synthetic_120_What_percentage_of_o_debater_full_1765698523.json,153.28996324539185,debater_full,2025-12-14T07:51:16.455126,True,
quality_synthetic_124_What_is_the_name_of__debater_full_1765698676,synthetic_124_What_is_the_name_of_,quality_synthetic_124_What_is_the_name_of__debater_full_1765698676.json,179.3128640651703,debater_full,2025-12-14T07:54:15.768273,True,
quality_synthetic_9_What_is_unique_about_debater_full_1765698855,synthetic_9_What_is_unique_about,quality_synthetic_9_What_is_unique_about_debater_full_1765698855.json,137.99599862098694,debater_full,2025-12-14T07:56:33.764543,True,
quality_synthetic_82_How_many_attacks_had_debater_full_1765698993,synthetic_82_How_many_attacks_had,quality_synthetic_82_How_many_attacks_had_debater_full_1765698993.json,131.15022683143616,debater_full,2025-12-14T07:58:44.915045,True,
quality_synthetic_34_What_statement_below_debater_full_1765699124,synthetic_34_What_statement_below,quality_synthetic_34_What_statement_below_debater_full_1765699124.json,134.36418533325195,debater_full,2025-12-14T08:00:59.279493,True,
quality_synthetic_85_What_did_Chen_have_t_debater_full_1765699259,synthetic_85_What_did_Chen_have_t,quality_synthetic_85_What_did_Chen_have_t_debater_full_1765699259.json,162.41370964050293,debater_full,2025-12-14T08:03:41.693465,True,
quality_synthetic_131_What_was_the_name_of_debater_full_1765699421,synthetic_131_What_was_the_name_of,quality_synthetic_131_What_was_the_name_of_debater_full_1765699421.json,144.45081996917725,debater_full,2025-12-14T08:06:06.144552,True,
quality_synthetic_45_What_does_the_author_debater_full_1765699566,synthetic_45_What_does_the_author,quality_synthetic_45_What_does_the_author_debater_full_1765699566.json,148.88136768341064,debater_full,2025-12-14T08:08:35.026195,True,
quality_synthetic_47_What_is_the_problem__debater_full_1765699715,synthetic_47_What_is_the_problem_,quality_synthetic_47_What_is_the_problem__debater_full_1765699715.json,141.8743178844452,debater_full,2025-12-14T08:10:56.900791,True,
quality_synthetic_20_What_does_Gardner_se_debater_full_1765699856,synthetic_20_What_does_Gardner_se,,,debater_full,2025-12-14T08:12:38.221733,False,"CUDA out of memory. Tried to allocate 19.71 GiB. GPU 4 has a total capacity of 139.73 GiB of which 15.03 GiB is free. Process 2174641 has 124.69 GiB memory in use. Of the allocated memory 104.36 GiB is allocated by PyTorch, and 19.66 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
quality_synthetic_109_How_many_years_ago_w_debater_full_1765699958,synthetic_109_How_many_years_ago_w,quality_synthetic_109_How_many_years_ago_w_debater_full_1765699958.json,177.00838780403137,debater_full,2025-12-14T08:15:35.230501,True,
quality_synthetic_81_What_town_did_the_cl_debater_full_1765700135,synthetic_81_What_town_did_the_cl,quality_synthetic_81_What_town_did_the_cl_debater_full_1765700135.json,142.39305090904236,debater_full,2025-12-14T08:17:57.623833,True,
quality_synthetic_119_How_many_people_were_debater_full_1765700277,synthetic_119_How_many_people_were,quality_synthetic_119_How_many_people_were_debater_full_1765700277.json,132.98843622207642,debater_full,2025-12-14T08:20:10.612530,True,
quality_synthetic_159_What_is_Dr._Gordon's_debater_full_1765700410,synthetic_159_What_is_Dr._Gordon's,quality_synthetic_159_What_is_Dr._Gordon's_debater_full_1765700410.json,167.44860005378723,debater_full,2025-12-14T08:22:58.061413,True,
quality_synthetic_116_Who_was_the_cultural_debater_full_1765700578,synthetic_116_Who_was_the_cultural,quality_synthetic_116_Who_was_the_cultural_debater_full_1765700578.json,132.8461787700653,debater_full,2025-12-14T08:25:10.907871,True,
quality_synthetic_12_What_changed_Stephen_debater_full_1765700710,synthetic_12_What_changed_Stephen,quality_synthetic_12_What_changed_Stephen_debater_full_1765700710.json,174.98718857765198,debater_full,2025-12-14T08:28:05.895330,True,
