debate_id,problem_id,transcript_file,duration,experiment_mode,timestamp,success,error
quality_synthetic_75_Where_was_Dominic_Ge_baseline_judge_1765663555,synthetic_75_Where_was_Dominic_Ge,quality_synthetic_75_Where_was_Dominic_Ge_baseline_judge_1765663555.json,178.7639012336731,baseline_judge,2025-12-13T22:08:54.625078,True,
quality_synthetic_51_What_was_the_effect__baseline_judge_1765663734,synthetic_51_What_was_the_effect_,quality_synthetic_51_What_was_the_effect__baseline_judge_1765663734.json,167.93952822685242,baseline_judge,2025-12-13T22:11:42.564881,True,
quality_synthetic_138_Who_was_the_director_baseline_judge_1765663902,synthetic_138_Who_was_the_director,,,baseline_judge,2025-12-13T22:14:15.119973,False,"CUDA out of memory. Tried to allocate 18.99 GiB. GPU 0 has a total capacity of 139.73 GiB of which 18.12 GiB is free. Process 1843971 has 121.60 GiB memory in use. Of the allocated memory 101.98 GiB is allocated by PyTorch, and 18.96 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
"quality_synthetic_4_Of_the_three_women,__baseline_judge_1765664055","synthetic_4_Of_the_three_women,_","quality_synthetic_4_Of_the_three_women,__baseline_judge_1765664055.json",202.23158073425293,baseline_judge,2025-12-13T22:17:37.351959,True,
quality_synthetic_101_At_which_Forward_Ope_baseline_judge_1765664257,synthetic_101_At_which_Forward_Ope,quality_synthetic_101_At_which_Forward_Ope_baseline_judge_1765664257.json,161.79957699775696,baseline_judge,2025-12-13T22:20:19.151814,True,
quality_synthetic_152_How_many_Collector_s_baseline_judge_1765664419,synthetic_152_How_many_Collector_s,quality_synthetic_152_How_many_Collector_s_baseline_judge_1765664419.json,180.67359614372253,baseline_judge,2025-12-13T22:23:19.825692,True,
quality_synthetic_41_What_does_Teresa_Hic_baseline_judge_1765664599,synthetic_41_What_does_Teresa_Hic,quality_synthetic_41_What_does_Teresa_Hic_baseline_judge_1765664599.json,149.28919172286987,baseline_judge,2025-12-13T22:25:49.115161,True,
quality_synthetic_164_What_was_the_approva_baseline_judge_1765664749,synthetic_164_What_was_the_approva,quality_synthetic_164_What_was_the_approva_baseline_judge_1765664749.json,192.2495949268341,baseline_judge,2025-12-13T22:29:01.365036,True,
quality_synthetic_135_Who_was_Elizabeth's__baseline_judge_1765664941,synthetic_135_Who_was_Elizabeth's_,quality_synthetic_135_Who_was_Elizabeth's__baseline_judge_1765664941.json,206.7861180305481,baseline_judge,2025-12-13T22:32:28.151433,True,
quality_synthetic_132_What_was_the_destina_baseline_judge_1765665148,synthetic_132_What_was_the_destina,quality_synthetic_132_What_was_the_destina_baseline_judge_1765665148.json,199.69565391540527,baseline_judge,2025-12-13T22:35:47.847364,True,
quality_synthetic_96_What_date_is_Dr._Has_baseline_judge_1765665347,synthetic_96_What_date_is_Dr._Has,quality_synthetic_96_What_date_is_Dr._Has_baseline_judge_1765665347.json,154.15267038345337,baseline_judge,2025-12-13T22:38:22.000315,True,
quality_synthetic_149_Where_did_Ahmed_thre_baseline_judge_1765665502,synthetic_149_Where_did_Ahmed_thre,quality_synthetic_149_Where_did_Ahmed_thre_baseline_judge_1765665502.json,160.81293940544128,baseline_judge,2025-12-13T22:41:02.813533,True,
quality_synthetic_127_Where_was_the_debate_baseline_judge_1765665662,synthetic_127_Where_was_the_debate,quality_synthetic_127_Where_was_the_debate_baseline_judge_1765665662.json,145.94512844085693,baseline_judge,2025-12-13T22:43:28.758942,True,
quality_synthetic_31_How_does_the_author__baseline_judge_1765665808,synthetic_31_How_does_the_author_,quality_synthetic_31_How_does_the_author__baseline_judge_1765665808.json,161.270024061203,baseline_judge,2025-12-13T22:46:10.029240,True,
quality_synthetic_118_What_is_the_name_of__baseline_judge_1765665970,synthetic_118_What_is_the_name_of_,quality_synthetic_118_What_is_the_name_of__baseline_judge_1765665970.json,212.34210228919983,baseline_judge,2025-12-13T22:49:42.371623,True,
quality_synthetic_21_Who_received_the_wor_baseline_judge_1765666182,synthetic_21_Who_received_the_wor,quality_synthetic_21_Who_received_the_wor_baseline_judge_1765666182.json,160.1540563106537,baseline_judge,2025-12-13T22:52:22.525965,True,
quality_synthetic_120_What_percentage_of_o_baseline_judge_1765666342,synthetic_120_What_percentage_of_o,quality_synthetic_120_What_percentage_of_o_baseline_judge_1765666342.json,156.10801243782043,baseline_judge,2025-12-13T22:54:58.634259,True,
quality_synthetic_124_What_is_the_name_of__baseline_judge_1765666498,synthetic_124_What_is_the_name_of_,quality_synthetic_124_What_is_the_name_of__baseline_judge_1765666498.json,192.26343727111816,baseline_judge,2025-12-13T22:58:10.897983,True,
quality_synthetic_9_What_is_unique_about_baseline_judge_1765666690,synthetic_9_What_is_unique_about,quality_synthetic_9_What_is_unique_about_baseline_judge_1765666690.json,152.59700965881348,baseline_judge,2025-12-13T23:00:43.495265,True,
quality_synthetic_82_How_many_attacks_had_baseline_judge_1765666843,synthetic_82_How_many_attacks_had,quality_synthetic_82_How_many_attacks_had_baseline_judge_1765666843.json,145.90177464485168,baseline_judge,2025-12-13T23:03:09.397310,True,
quality_synthetic_34_What_statement_below_baseline_judge_1765666989,synthetic_34_What_statement_below,quality_synthetic_34_What_statement_below_baseline_judge_1765666989.json,155.8052225112915,baseline_judge,2025-12-13T23:05:45.202823,True,
quality_synthetic_85_What_did_Chen_have_t_baseline_judge_1765667145,synthetic_85_What_did_Chen_have_t,quality_synthetic_85_What_did_Chen_have_t_baseline_judge_1765667145.json,174.98739576339722,baseline_judge,2025-12-13T23:08:40.190501,True,
quality_synthetic_131_What_was_the_name_of_baseline_judge_1765667320,synthetic_131_What_was_the_name_of,quality_synthetic_131_What_was_the_name_of_baseline_judge_1765667320.json,164.95254683494568,baseline_judge,2025-12-13T23:11:25.143328,True,
quality_synthetic_45_What_does_the_author_baseline_judge_1765667485,synthetic_45_What_does_the_author,quality_synthetic_45_What_does_the_author_baseline_judge_1765667485.json,151.49508213996887,baseline_judge,2025-12-13T23:13:56.638682,True,
quality_synthetic_47_What_is_the_problem__baseline_judge_1765667636,synthetic_47_What_is_the_problem_,quality_synthetic_47_What_is_the_problem__baseline_judge_1765667636.json,150.2164170742035,baseline_judge,2025-12-13T23:16:26.855382,True,
quality_synthetic_20_What_does_Gardner_se_baseline_judge_1765667786,synthetic_20_What_does_Gardner_se,quality_synthetic_20_What_does_Gardner_se_baseline_judge_1765667786.json,227.8980770111084,baseline_judge,2025-12-13T23:20:14.753730,True,
quality_synthetic_109_How_many_years_ago_w_baseline_judge_1765668014,synthetic_109_How_many_years_ago_w,quality_synthetic_109_How_many_years_ago_w_baseline_judge_1765668014.json,188.6475613117218,baseline_judge,2025-12-13T23:23:23.401578,True,
quality_synthetic_81_What_town_did_the_cl_baseline_judge_1765668203,synthetic_81_What_town_did_the_cl,quality_synthetic_81_What_town_did_the_cl_baseline_judge_1765668203.json,154.85994172096252,baseline_judge,2025-12-13T23:25:58.261803,True,
quality_synthetic_119_How_many_people_were_baseline_judge_1765668358,synthetic_119_How_many_people_were,quality_synthetic_119_How_many_people_were_baseline_judge_1765668358.json,151.90952324867249,baseline_judge,2025-12-13T23:28:30.171605,True,
quality_synthetic_159_What_is_Dr._Gordon's_baseline_judge_1765668510,synthetic_159_What_is_Dr._Gordon's,quality_synthetic_159_What_is_Dr._Gordon's_baseline_judge_1765668510.json,175.71664023399353,baseline_judge,2025-12-13T23:31:25.888518,True,
quality_synthetic_116_Who_was_the_cultural_baseline_judge_1765668685,synthetic_116_Who_was_the_cultural,quality_synthetic_116_Who_was_the_cultural_baseline_judge_1765668685.json,158.52192974090576,baseline_judge,2025-12-13T23:34:04.410741,True,
quality_synthetic_12_What_changed_Stephen_baseline_judge_1765668844,synthetic_12_What_changed_Stephen,quality_synthetic_12_What_changed_Stephen_baseline_judge_1765668844.json,182.5256736278534,baseline_judge,2025-12-13T23:37:06.936714,True,
quality_synthetic_102_How_many_researchers_baseline_judge_1765669026,synthetic_102_How_many_researchers,quality_synthetic_102_How_many_researchers_baseline_judge_1765669026.json,160.46865582466125,baseline_judge,2025-12-13T23:39:47.405650,True,
quality_synthetic_115_How_long_was_Patrici_baseline_judge_1765669187,synthetic_115_How_long_was_Patrici,quality_synthetic_115_How_long_was_Patrici_baseline_judge_1765669187.json,187.65681171417236,baseline_judge,2025-12-13T23:42:55.062739,True,
quality_synthetic_113_Who_was_the_person_t_baseline_judge_1765669375,synthetic_113_Who_was_the_person_t,quality_synthetic_113_Who_was_the_person_t_baseline_judge_1765669375.json,191.40687489509583,baseline_judge,2025-12-13T23:46:06.469914,True,
quality_synthetic_98_What_object_was_most_baseline_judge_1765669566,synthetic_98_What_object_was_most,quality_synthetic_98_What_object_was_most_baseline_judge_1765669566.json,219.96847367286682,baseline_judge,2025-12-13T23:49:46.438667,True,
quality_synthetic_29_Why_did_Patricia_Bel_baseline_judge_1765669786,synthetic_29_Why_did_Patricia_Bel,quality_synthetic_29_Why_did_Patricia_Bel_baseline_judge_1765669786.json,203.62652206420898,baseline_judge,2025-12-13T23:53:10.065526,True,
quality_synthetic_84_How_many_people_did__baseline_judge_1765669990,synthetic_84_How_many_people_did_,quality_synthetic_84_How_many_people_did__baseline_judge_1765669990.json,169.93437027931213,baseline_judge,2025-12-13T23:56:00.000185,True,
quality_synthetic_121_What_specifically_at_baseline_judge_1765670160,synthetic_121_What_specifically_at,quality_synthetic_121_What_specifically_at_baseline_judge_1765670160.json,174.35244703292847,baseline_judge,2025-12-13T23:58:54.352916,True,
quality_synthetic_153_How_many_flights_of__baseline_judge_1765670334,synthetic_153_How_many_flights_of_,quality_synthetic_153_How_many_flights_of__baseline_judge_1765670334.json,217.43699288368225,baseline_judge,2025-12-14T00:02:31.790194,True,
quality_synthetic_90_What_was_the_color_o_baseline_judge_1765670551,synthetic_90_What_was_the_color_o,quality_synthetic_90_What_was_the_color_o_baseline_judge_1765670551.json,196.42776107788086,baseline_judge,2025-12-14T00:05:48.218235,True,
quality_synthetic_128_In_which_location_is_baseline_judge_1765670748,synthetic_128_In_which_location_is,quality_synthetic_128_In_which_location_is_baseline_judge_1765670748.json,152.71246075630188,baseline_judge,2025-12-14T00:08:20.930974,True,
quality_synthetic_73_Who_would_want_to_re_baseline_judge_1765670900,synthetic_73_Who_would_want_to_re,quality_synthetic_73_Who_would_want_to_re_baseline_judge_1765670900.json,227.52958369255066,baseline_judge,2025-12-14T00:12:08.460839,True,
quality_synthetic_46_How_are_Ryan_Nelson__baseline_judge_1765671128,synthetic_46_How_are_Ryan_Nelson_,quality_synthetic_46_How_are_Ryan_Nelson__baseline_judge_1765671128.json,133.57342147827148,baseline_judge,2025-12-14T00:14:22.034552,True,
quality_synthetic_79_What_is_the_precise__baseline_judge_1765671262,synthetic_79_What_is_the_precise_,quality_synthetic_79_What_is_the_precise__baseline_judge_1765671262.json,192.89510488510132,baseline_judge,2025-12-14T00:17:34.929927,True,
quality_synthetic_80_How_many_young_peopl_baseline_judge_1765671454,synthetic_80_How_many_young_peopl,quality_synthetic_80_How_many_young_peopl_baseline_judge_1765671454.json,167.8850154876709,baseline_judge,2025-12-14T00:20:22.815220,True,
quality_synthetic_106_Where_is_the_Interna_baseline_judge_1765671622,synthetic_106_Where_is_the_Interna,quality_synthetic_106_Where_is_the_Interna_baseline_judge_1765671622.json,208.20528888702393,baseline_judge,2025-12-14T00:23:51.020785,True,
quality_synthetic_37_Which_of_the_followi_baseline_judge_1765671831,synthetic_37_Which_of_the_followi,quality_synthetic_37_Which_of_the_followi_baseline_judge_1765671831.json,144.2261939048767,baseline_judge,2025-12-14T00:26:15.247253,True,
